ID,Subject id,Kingdom,Subphylum,Class,Order,Family,Genus,% identity
OTU644,MK018704,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__unclassified,g__unclassified,100
OTU633,MK018810,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,100
OTU489,MK018878,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,100
OTU691,MK018898,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,100
OTU855,MK018954,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__unclassified,g__unclassified,100
OTU1206,MK019128,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__unclassified,g__unclassified,100
OTU163,MK018302,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,100
OTU488,MK018470,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,100
OTU390,EUK0302324,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,94.226
OTU299,MK018513,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,100
OTU360,MK018564,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,100
OTU447,MK018667,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,100
OTU622,EUK0302335,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,92.031
OTU630,MK018753,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,100
OTU889,MK018906,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,100
OTU1024,MK018919,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,100
OTU837,MK018950,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,100
OTU1077,MK018998,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,100
OTU1064,MK019187,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__unclassified,g__unclassified,100
OTU149,MK018326,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU279,MK018402,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU259,MK018424,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU300,MK018439,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,100
OTU248,MK018453,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU210,MK018471,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU146,MK018479,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU429,MK018521,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU293,MK018556,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU433,MK018568,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU748,MK018628,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,100
OTU549,MK018631,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU522,MK018635,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU616,MK018649,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Fimicolochytrium,100
OTU580,MK018701,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,100
OTU524,MK018710,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU591,MK018731,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU849,MK018817,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Fimicolochytrium,100
OTU1059,MK018829,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,100
OTU505,MK018831,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Powellomyces,100
OTU730,EU379204,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__unclassified,97.867
OTU968,MK018893,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,100
OTU740,MK018900,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU518,MK018913,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU857,MK018916,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Fimicolochytrium,100
OTU941,MK018933,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU1033,MK018994,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,100
OTU1213,MK019014,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU864,MK019015,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Powellomyces,100
OTU1017,MK019127,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU1174,MK019129,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,100
OTU1151,MK019160,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU87,MT730968,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,99.059
OTU157,MK018346,k__Fungi,p__Chytridiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU406,MK018484,k__Fungi,p__Chytridiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU337,MK018500,k__Fungi,p__Chytridiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU1039,EUK0076868,k__Fungi,p__Chytridiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,91.216
OTU450,EUK1000155,k__Alveolata,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Orthamphisiella,98.813
OTU354,MK018647,k__Fungi,p__Fungi_subreg_incertae_sedis,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU70,JF439128,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,98.537
OTU253,AJ919274,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,99.513
OTU133,EUK1679514,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,97.922
OTU206,EUK1677043,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,98.383
OTU126,EUK1680652,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,98.681
OTU251,GQ205075,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,98.681
OTU558,EUK1681818,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,99.01
OTU323,EUK1681477,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,98.421
OTU224,EUK1678831,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,98.936
OTU229,KM208159,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,98.383
OTU476,HG425980,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,97.382
OTU565,U49264,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,98.214
OTU491,FN547623,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,99.279
OTU400,EUK1677357,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,99.2
OTU333,EUK1678181,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,98.446
OTU435,HG425982,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,97.9
OTU534,MG008535,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,100
OTU536,EUK1675443,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,98.284
OTU989,EUK1681807,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,97.59
OTU498,MT765360,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,99.723
OTU579,MT765392,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,98.919
OTU715,MT765543,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,100
OTU574,EUK1631897,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,98.928
OTU659,EUK1685854,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,98.674
OTU1068,MG008546,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,100
OTU564,MG008547,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,100
OTU735,EUK1675605,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,96.42
OTU998,EUK1679677,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,98.939
OTU1065,MK275296,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,99
OTU936,FN547626,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,99.268
OTU1197,KP191486,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,97.007
OTU969,MK275293,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,99.007
OTU1013,MG008557,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Sclerocystis,100
OTU945,KF849595,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,99.213
OTU150,EUK1693006,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,96.798
OTU132,JX999965,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,98.143
OTU213,JX999971,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,98.688
OTU935,EUK1694296,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,97.311
OTU347,KJ701452,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,98.985
OTU944,EUK1694296,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,95.567
OTU734,EUK1693254,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,97.65
OTU1184,LS974597,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,99.742
OTU408,MK018565,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,96.172
OTU368,MK018565,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU553,MK018629,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU682,MK018661,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU551,MK018662,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU987,MG008541,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,100
OTU683,MK018733,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU568,MK018786,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU986,MK018843,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU597,MG008549,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,100
OTU1063,MK018982,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU1070,MK018995,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU1105,MK019007,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU1274,MG008555,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,100
OTU1103,MK019107,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,100
OTU975,MG008558,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,100
OTU660,EUK1699795,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,97.837
OTU516,EUK1216887,k__Fungi,p__GS39,c__GS39B,o__unclassified,f__unclassified,g__unclassified,99.344
OTU586,MK018834,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,100
OTU285,MK018491,k__Fungi,p__Monoblepharomycota,c__GS13,o__unclassified,f__unclassified,g__unclassified,100
OTU459,MK018623,k__Fungi,p__Monoblepharomycota,c__GS13,o__unclassified,f__unclassified,g__unclassified,100
OTU1220,EUK1213599,k__Fungi,p__Monoblepharomycota,c__GS13,o__unclassified,f__unclassified,g__unclassified,90.833
OTU836,MK018777,k__Fungi,p__Monoblepharomycota,c__Hyaloraphidiomycetes,o__Hyaloraphidiales,f__unclassified,g__unclassified,100
OTU426,MK018537,k__Fungi,p__Monoblepharomycota,c__Monoblepharidomycetes,o__Monoblepharidales,f__unclassified,g__unclassified,100
OTU663,MK018927,k__Fungi,p__Monoblepharomycota,c__Monoblepharidomycetes,o__Monoblepharidales,f__Harpochytriaceae,g__Harpochytrium,100
OTU706,EUK1008964,Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,90.278
OTU52,MH474017,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,99.546
OTU216,JX976120,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Actinomortierella,99.327
OTU327,MK018490,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,100
OTU445,JQ989320,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Benniella,99.294
OTU545,MK018614,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__unclassified,g__unclassified,100
OTU724,AY969588,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,89.646
OTU676,MK018724,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__unclassified,g__unclassified,100
OTU661,MK018774,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__unclassified,g__unclassified,100
OTU1209,MW412762,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Actinomortierella,99.555
OTU692,EUK1004880,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__unclassified,g__unclassified,93.306
OTU1152,MK018724,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__unclassified,g__unclassified,97.614
OTU673,MK018866,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Actinomortierella,100
OTU684,KC602354,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Actinomortierella,83.991
OTU708,MK018917,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Benniella,100
OTU703,MK018955,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__unclassified,100
OTU1143,MK019002,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__unclassified,g__unclassified,100
OTU1229,KY814683,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,99.329
OTU62,KM078040,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,99.544
OTU93,EUK1700242,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Actinomortierella,98.848
OTU89,MT453274,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,99.087
OTU114,LC515066,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,99.099
OTU147,EUK1203070,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,99.093
OTU422,EUK1011921,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,99.099
OTU263,EUK1011351,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,99.321
OTU320,EUK1011747,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,99.097
OTU548,EUK1007025,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,99.318
OTU671,EUK1012773,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,94.266
OTU1003,EUK1200612,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella.s.str,88.075
OTU656,EUK1010625,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,95.302
OTU765,EUK1009240,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Dissophora,99.529
OTU1122,MG052963,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Lunasporangiospora,96.545
OTU681,MK018830,k__Fungi,p__Mortierellomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU283,MK018397,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Actinomucor,100
OTU249,OW982938,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Rhizopodaceae,g__Rhizopus,99.744
OTU342,MK018480,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,100
OTU451,MK018674,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,100
OTU557,MK018814,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Cunninghamella,100
OTU1049,MK018865,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,100
OTU686,MK018905,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Choanephoraceae,g__Gilbertella,100
OTU1142,MK018915,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,100
OTU767,MK018959,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Cunninghamella,100
OTU1048,MK018973,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,100
OTU1004,MK019084,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__unclassified,100
OTU1279,MK019119,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Lichtheimiaceae,g__Circinella,100
OTU1074,MK019136,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Lichtheimiaceae,g__Lichtheimia,100
OTU831,MK018942,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Olpidiaceae,g__Olpidium,100
OTU365,EUK0301553,k__Fungi,p__Olpidiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,97.222
OTU720,EUK0301553,k__Fungi,p__Olpidiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,86.154
OTU819,EUK0301553,k__Fungi,p__Olpidiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,93.075
OTU818,EUK0301553,k__Fungi,p__Olpidiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,92.778
OTU561,EUK1125413,k__Fungi,p__Rozellomycota,c__Rozellomycota_cl_incertae_sedis,o__Rozellomycota_ord_incertae_sedis,f__Rozellomycota_fam_incertae_sedis,g__Paramicrosporidium,95.77
OTU570,EUK1200253,k__Fungi,p__Rozellomycota,c__Rozellomycota_cl_incertae_sedis,o__GS08,f__unclassified,g__unclassified,81.383
OTU1280,EUK1125416,k__Fungi,p__Rozellomycota,c__Rozellomycota_cl_incertae_sedis,o__Rozellomycota_ord_incertae_sedis,f__Rozellomycota_fam_incertae_sedis,g__Paramicrosporidium,91.331
OTU420,MK018555,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,100
OTU1172,MK018986,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Pyrenophora,100
OTU137,MK018307,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,100
OTU37,MK926853,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Zopfiella,96.221
OTU170,KC427069,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Neoschizotheciaceae,g__Neoschizothecium,97.647
OTU113,EUK1106687,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Lophotrichus,99.44
OTU99,MK018281,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Marasmiaceae,g__Marasmius,100
OTU119,MK018505,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,100
OTU389,AY344998,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,99.584
OTU984,MK018985,k__Fungi,p__Chytridiomycota,c__Mesochytriomycetes,o__Gromochytriales,f__unclassified,g__unclassified,100
OTU208,MK018278,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_incertae_sedis,f__Wettsteininaceae,g__Wettsteinina,100
OTU243,MK018432,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,100
OTU949,EU490176,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Setophoma,97.633
OTU102,MK018280,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenaceae,g__Uncinocarpus,100
OTU421,MK018414,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,100
OTU46,EUK1104767,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Thermomyces,99.723
OTU104,HQ914924,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Solomyces,98.225
